tab,row,sector,name,column,standard_value,country_value,matched,usability,usabililty_justification,approximate_match,best_match,token_match,label_match,issue,list_name,country
survey,122,,other_energy_lighting_source,name,other_energy_lighting_source,other_energy_lighting_source,matched,,,,,,,,,NER
survey,122,,other_energy_lighting_source,type,text,text,matched,,,,,,,,,NER
survey,122,,other_energy_lighting_source,calculation,,,matched,,,,,,,,,NER
survey,122,,other_energy_lighting_source,relevant,"selected(${energy_lighting_source},'other')","selected(${energy_lighting_source},""other"")",not matched,,,"selected(${energy_lighting_source},""other"")",,,,,,NER
survey,122,,other_energy_lighting_source,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,125,,hlp_occupancy,name,hlp_occupancy,hlp_occupancy,matched,,,,,,,,,NER
survey,125,,hlp_occupancy,type,select_one l_hlp_occupancy,select_one l_hlp_occupancy,matched,,,,,,,,,NER
survey,125,,hlp_occupancy,calculation,,,matched,,,,,,,,,NER
survey,125,,hlp_occupancy,relevant,"not(selected(${snfi_shelter_type}, 'none'))",${snfi_shelter_type}!='none_snfi',not matched,,,"not(selected(${snfi_shelter_type}, 'none') or selected(${snfi_shelter_type}, 'pnta'))",,,,,,NER
survey,125,,hlp_occupancy,constraint,,,matched,,,,,,,,,NER
survey,126,,hlp_risk_eviction,name,hlp_risk_eviction,hlp_risk_eviction,matched,,,,,,,,,NER
survey,126,,hlp_risk_eviction,type,select_one l_yn_dnk_pnta,select_one l_yn_dnk_pnta,matched,,,,,,,,,NER
survey,126,,hlp_risk_eviction,calculation,,,matched,,,,,,,,,NER
survey,126,,hlp_risk_eviction,relevant,,,matched,,,,,,,,,NER
survey,126,,hlp_risk_eviction,constraint,,,matched,,,,,,,,,NER
survey,129,,wash_note,,,,not matched,,,,,,,Missing in country survey,,NER
survey,130,,wash_drinking_water_source,name,wash_drinking_water_source,wash_drinking_water_source,matched,,,,,,,,,NER
survey,130,,wash_drinking_water_source,type,select_one l_wash_drinking_water_source,select_one l_wash_drinking_water_source,matched,,,,,,,,,NER
survey,130,,wash_drinking_water_source,calculation,,,matched,,,,,,,,,NER
survey,130,,wash_drinking_water_source,relevant,,,matched,,,,,,,,,NER
survey,130,,wash_drinking_water_source,constraint,,,matched,,,,,,,,,NER
survey,131,,other_wash_drinking_water_source,name,other_wash_drinking_water_source,other_wash_drinking_water_source,matched,,,,,,,,,NER
survey,131,,other_wash_drinking_water_source,type,text,text,matched,,,,,,,,,NER
survey,131,,other_wash_drinking_water_source,calculation,,,matched,,,,,,,,,NER
survey,131,,other_wash_drinking_water_source,relevant,"selected(${wash_drinking_water_source},'other')","selected(${wash_drinking_water_source},'other')",matched,,,,,,,,,NER
survey,131,,other_wash_drinking_water_source,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,132,,wash_drinking_water_time_yn,name,wash_drinking_water_time_yn,wash_drinking_water_time_yn,matched,,,,,,,,,NER
survey,132,,wash_drinking_water_time_yn,type,select_one l_wash_drinking_water_time_yn,select_one l_wash_drinking_water_time_yn,matched,,,,,,,,,NER
survey,132,,wash_drinking_water_time_yn,calculation,,,matched,,,,,,,,,NER
survey,132,,wash_drinking_water_time_yn,relevant,"not(selected(${wash_drinking_water_source}, 'piped_dwelling') or selected(${wash_drinking_water_source}, 'dnk') or selected(${wash_drinking_water_source}, 'pnta'))","not(selected(${wash_drinking_water_source}, 'piped_dwelling') or selected(${wash_drinking_water_source}, 'dnk') or selected(${wash_drinking_water_source}, 'pnta'))",matched,,,,,,,,,NER
survey,132,,wash_drinking_water_time_yn,constraint,,,matched,,,,,,,,,NER
survey,133,,wash_drinking_water_time_int,name,wash_drinking_water_time_int,wash_drinking_water_time_int,matched,,,,,,,,,NER
survey,133,,wash_drinking_water_time_int,type,integer,integer,matched,,,,,,,,,NER
survey,133,,wash_drinking_water_time_int,calculation,,,matched,,,,,,,,,NER
survey,133,,wash_drinking_water_time_int,relevant,"selected(${wash_drinking_water_time_yn},'number_minutes')",${wash_drinking_water_time_yn}='number_minutes',not matched,,,${wash_drinking_water_time_yn}='number_minutes',,,,,,NER
survey,133,,wash_drinking_water_time_int,constraint,. > 0 and . <= 600,.>0 and .<=600 or .=-998 or .=-999,not matched,,,.>0 and .<=600 or .=-998 or .=-999,,,,,,NER
survey,134,,wash_drinking_water_time_sl,name,wash_drinking_water_time_sl,wash_drinking_water_time_sl,matched,,,,,,,,,NER
survey,134,,wash_drinking_water_time_sl,type,select_one l_wash_drinking_water_time_sl,select_one l_wash_drinking_water_time_sl,matched,,,,,,,,,NER
survey,134,,wash_drinking_water_time_sl,calculation,,,matched,,,,,,,,,NER
survey,134,,wash_drinking_water_time_sl,relevant,"selected(${wash_drinking_water_time_yn},'dnk')",${wash_drinking_water_time_yn}='dnk',not matched,,,${wash_drinking_water_time_yn}='dnk',,,,,,NER
survey,134,,wash_drinking_water_time_sl,constraint,,,matched,,,,,,,,,NER
survey,135,,wash_drinking_water_quantity,name,wash_drinking_water_quantity,wash_drinking_water_quantity,matched,,,,,,,,,NER
survey,135,,wash_drinking_water_quantity,type,select_one l_wash_drinking_water_quantity,select_one l_wash_drinking_water_quantity,matched,,,,,,,,,NER
survey,135,,wash_drinking_water_quantity,calculation,,,matched,,,,,,,,,NER
survey,135,,wash_drinking_water_quantity,relevant,,,matched,,,,,,,,,NER
survey,135,,wash_drinking_water_quantity,constraint,,,matched,,,,,,,,,NER
survey,136,,wash_sanitation_facility,name,wash_sanitation_facility,wash_sanitation_facility,matched,,,,,,,,,NER
survey,136,,wash_sanitation_facility,type,select_one l_wash_sanitation_facility,select_one l_wash_sanitation_facility,matched,,,,,,,,,NER
survey,136,,wash_sanitation_facility,calculation,,,matched,,,,,,,,,NER
survey,136,,wash_sanitation_facility,relevant,,,matched,,,,,,,,,NER
survey,136,,wash_sanitation_facility,constraint,,,matched,,,,,,,,,NER
survey,137,,other_wash_sanitation_facility,name,other_wash_sanitation_facility,other_wash_sanitation_facility,matched,,,,,,,,,NER
survey,137,,other_wash_sanitation_facility,type,text,text,matched,,,,,,,,,NER
survey,137,,other_wash_sanitation_facility,calculation,,,matched,,,,,,,,,NER
survey,137,,other_wash_sanitation_facility,relevant,"selected(${wash_sanitation_facility},'other')","selected(${wash_sanitation_facility},'other')",matched,,,,,,,,,NER
survey,137,,other_wash_sanitation_facility,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,138,,wash_sanitation_facility_sharing_yn,name,wash_sanitation_facility_sharing_yn,wash_sanitation_facility_sharing_yn,matched,,,,,,,,,NER
survey,138,,wash_sanitation_facility_sharing_yn,type,select_one l_yn_dnk_pnta,select_one l_yn_dnk_pnta,matched,,,,,,,,,NER
survey,138,,wash_sanitation_facility_sharing_yn,calculation,,,matched,,,,,,,,,NER
survey,138,,wash_sanitation_facility_sharing_yn,relevant,,"not(selected(${wash_sanitation_facility},'none_installation'))",not matched,,,,,,,,,NER
survey,138,,wash_sanitation_facility_sharing_yn,constraint,,,matched,,,,,,,,,NER
survey,139,,wash_sanitation_facility_sharing_n,name,wash_sanitation_facility_sharing_n,wash_sanitation_facility_sharing_n,matched,,,,,,,,,NER
survey,139,,wash_sanitation_facility_sharing_n,type,integer,integer,matched,,,,,,,,,NER
survey,139,,wash_sanitation_facility_sharing_n,calculation,,,matched,,,,,,,,,NER
survey,139,,wash_sanitation_facility_sharing_n,relevant,"selected(${wash_sanitation_facility_sharing_yn},'yes')","selected(${wash_sanitation_facility_sharing_yn},'yes')",matched,,,,,,,,,NER
survey,139,,wash_sanitation_facility_sharing_n,constraint,. > 1 or . = -999,.>= 1and .<=100,not matched,,,.>= 0 or .=-999,,,,,,NER
survey,140,,wash_handwashing_facility,name,wash_handwashing_facility,wash_handwashing_facility,matched,,,,,,,,,NER
survey,140,,wash_handwashing_facility,type,select_one l_wash_handwashing_facility,select_one l_wash_handwashing_facility,matched,,,,,,,,,NER
survey,140,,wash_handwashing_facility,calculation,,,matched,,,,,,,,,NER
survey,140,,wash_handwashing_facility,relevant,"not(selected(${survey_modality},'remote'))",${survey_modality}!='remote',not matched,,,${survey_modality}!='remote',,,,,,NER
survey,140,,wash_handwashing_facility,constraint,,,matched,,,,,,,,,NER
survey,141,,other_wash_handwashing_facility,name,other_wash_handwashing_facility,other_wash_handwashing_facility,matched,,,,,,,,,NER
survey,141,,other_wash_handwashing_facility,type,text,text,matched,,,,,,,,,NER
survey,141,,other_wash_handwashing_facility,calculation,,,matched,,,,,,,,,NER
survey,141,,other_wash_handwashing_facility,relevant,"selected(${wash_handwashing_facility},'other')","selected(${wash_handwashing_facility},'other')",matched,,,,,,,,,NER
survey,141,,other_wash_handwashing_facility,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,142,,wash_handwashing_facility_observed_water,name,wash_handwashing_facility_observed_water,wash_handwashing_facility_observed_water,matched,,,,,,,,,NER
survey,142,,wash_handwashing_facility_observed_water,type,select_one l_wash_handwashing_facility_observed_water,select_one l_wash_handwashing_facility_observed_water,matched,,,,,,,,,NER
survey,142,,wash_handwashing_facility_observed_water,calculation,,,matched,,,,,,,,,NER
survey,142,,wash_handwashing_facility_observed_water,relevant,"selected(${wash_handwashing_facility},'available')","selected(${wash_handwashing_facility},'available')",matched,,,,,,,,,NER
survey,142,,wash_handwashing_facility_observed_water,constraint,,,matched,,,,,,,,,NER
survey,143,,wash_handwashing_facility_observed_soap,name,wash_handwashing_facility_observed_soap,wash_handwashing_facility_observed_soap,matched,,,,,,,,,NER
survey,143,,wash_handwashing_facility_observed_soap,type,select_one l_wash_handwashing_facility_observed_soap,select_one l_wash_handwashing_facility_observed_soap,matched,,,,,,,,,NER
survey,143,,wash_handwashing_facility_observed_soap,calculation,,,matched,,,,,,,,,NER
survey,143,,wash_handwashing_facility_observed_soap,relevant,"selected(${wash_handwashing_facility},'available')","selected(${wash_handwashing_facility},'available')",matched,,,,,,,,,NER
survey,143,,wash_handwashing_facility_observed_soap,constraint,,,matched,,,,,,,,,NER
survey,144,,wash_handwashing_facility_reported,name,wash_handwashing_facility_reported,wash_handwashing_facility_reported,matched,,,,,,,,,NER
survey,144,,wash_handwashing_facility_reported,type,select_one l_wash_handwashing_facility_reported,select_one l_wash_handwashing_facility_reported,matched,,,,,,,,,NER
survey,144,,wash_handwashing_facility_reported,calculation,,,matched,,,,,,,,,NER
survey,144,,wash_handwashing_facility_reported,relevant,"selected(${survey_modality},'remote') or selected(${wash_handwashing_facility}, 'no_permission')","${survey_modality}='remote' or selected(${wash_handwashing_facility},'no_permission')",not matched,,,${survey_modality}!='remote',,,,,,NER
survey,144,,wash_handwashing_facility_reported,constraint,,,matched,,,,,,,,,NER
survey,145,,other_wash_handwashing_facility_reported,name,other_wash_handwashing_facility_reported,other_wash_handwashing_facility_reported,matched,,,,,,,,,NER
survey,145,,other_wash_handwashing_facility_reported,type,text,text,matched,,,,,,,,,NER
survey,145,,other_wash_handwashing_facility_reported,calculation,,,matched,,,,,,,,,NER
survey,145,,other_wash_handwashing_facility_reported,relevant,"selected(${wash_handwashing_facility_reported},'other')","selected(${wash_handwashing_facility_reported},'other')",matched,,,,,,,,,NER
survey,145,,other_wash_handwashing_facility_reported,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,146,,wash_soap_observed,name,wash_soap_observed,wash_soap_observed,matched,,,,,,,,,NER
survey,146,,wash_soap_observed,type,select_one l_wash_soap_observed,select_one l_wash_soap_observed,matched,,,,,,,,,NER
survey,146,,wash_soap_observed,calculation,,,matched,,,,,,,,,NER
survey,146,,wash_soap_observed,relevant,"selected(${wash_handwashing_facility},'no_permission')","selected(${wash_handwashing_facility},'no_permission')",matched,,,,,,,,,NER
survey,146,,wash_soap_observed,constraint,,,matched,,,,,,,,,NER
survey,147,,wash_soap_observed_type,name,wash_soap_observed_type,wash_soap_observed_type,matched,,,,,,,,,NER
survey,147,,wash_soap_observed_type,type,select_one l_wash_soap_type,select_one l_wash_soap,not matched,,,select_one l_wash_soap,,,,,,NER
survey,147,,wash_soap_observed_type,calculation,,,matched,,,,,,,,,NER
survey,147,,wash_soap_observed_type,relevant,"selected(${wash_soap_observed},'yes_soap_shown')","selected(${wash_soap_observed},'yes_soap_shown')",matched,,,,,,,,,NER
survey,147,,wash_soap_observed_type,constraint,,,matched,,,,,,,,,NER
survey,148,,other_wash_soap_observed_type,name,other_wash_soap_observed_type,other_wash_soap_observed_type,matched,,,,,,,,,NER
survey,148,,other_wash_soap_observed_type,type,text,text,matched,,,,,,,,,NER
survey,148,,other_wash_soap_observed_type,calculation,,,matched,,,,,,,,,NER
survey,148,,other_wash_soap_observed_type,relevant,"selected(${wash_soap_observed_type},'other')","selected(${wash_soap_observed_type},'other')",matched,,,,,,,,,NER
survey,148,,other_wash_soap_observed_type,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,149,,wash_soap_reported,name,wash_soap_reported,wash_soap_reported,matched,,,,,,,,,NER
survey,149,,wash_soap_reported,type,select_one l_yn_dnk_pnta,select_one l_wash_soap_reported,not matched,,,select_one l_yn_dnk_pnta,,,,,,NER
survey,149,,wash_soap_reported,calculation,,,matched,,,,,,,,,NER
survey,149,,wash_soap_reported,relevant,"selected(${survey_modality},'remote')",${survey_modality}='remote',not matched,,,${survey_modality}!='remote',,,,,,NER
survey,149,,wash_soap_reported,constraint,,,matched,,,,,,,,,NER
survey,150,,wash_soap_reported_type,name,wash_soap_reported_type,wash_soap_reported_type,matched,,,,,,,,,NER
survey,150,,wash_soap_reported_type,type,select_one l_wash_soap_type,select_one l_wash_soap,not matched,,,select_one l_wash_soap,,,,,,NER
survey,150,,wash_soap_reported_type,calculation,,,matched,,,,,,,,,NER
survey,150,,wash_soap_reported_type,relevant,"selected(${wash_soap_observed},'yes_soap_not_shown') or selected(${wash_soap_reported}, 'yes')","selected(${wash_soap_observed},'yes_soap_not_shown') or selected(${wash_soap_reported},'yes')",not matched,,,"selected(${wash_soap_observed},'yes_soap_not_shown') or selected(${wash_soap_reported},'yes')",,,,,,NER
survey,150,,wash_soap_reported_type,constraint,,,matched,,,,,,,,,NER
survey,151,,other_wash_soap_reported_type,name,other_wash_soap_reported_type,other_wash_soap_reported_type,matched,,,,,,,,,NER
survey,151,,other_wash_soap_reported_type,type,text,text,matched,,,,,,,,,NER
survey,151,,other_wash_soap_reported_type,calculation,,,matched,,,,,,,,,NER
survey,151,,other_wash_soap_reported_type,relevant,"selected(${wash_soap_reported_type},'other')",${wash_soap_reported_type}='other',not matched,,,${wash_soap_reported_type}='other',,,,,,NER
survey,151,,other_wash_soap_reported_type,constraint,,"regex(., '^[^0-9]+$')",not matched,,,,,,,,,NER
survey,154,,fsl_note,name,fsl_note,fsl_note,matched,,,,,,,,,NER
survey,154,,fsl_note,type,note,note,matched,,,,,,,,,NER
survey,154,,fsl_note,calculation,,,matched,,,,,,,,,NER
survey,154,,fsl_note,relevant,,,matched,,,,,,,,,NER
survey,154,,fsl_note,constraint,,,matched,,,,,,,,,NER
survey,155,,fsl_fcs_cereal,name,fsl_fcs_cereal,fsl_fcs_cereal,matched,,,,,,,,,NER
survey,155,,fsl_fcs_cereal,type,integer,integer,matched,,,,,,,,,NER
survey,155,,fsl_fcs_cereal,calculation,,,matched,,,,,,,,,NER
survey,155,,fsl_fcs_cereal,relevant,,,matched,,,,,,,,,NER
survey,155,,fsl_fcs_cereal,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,156,,fsl_fcs_legumes,name,fsl_fcs_legumes,fsl_fcs_legumes,matched,,,,,,,,,NER
survey,156,,fsl_fcs_legumes,type,integer,integer,matched,,,,,,,,,NER
survey,156,,fsl_fcs_legumes,calculation,,,matched,,,,,,,,,NER
survey,156,,fsl_fcs_legumes,relevant,,,matched,,,,,,,,,NER
survey,156,,fsl_fcs_legumes,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,157,,fsl_fcs_dairy,name,fsl_fcs_dairy,fsl_fcs_dairy,matched,,,,,,,,,NER
survey,157,,fsl_fcs_dairy,type,integer,integer,matched,,,,,,,,,NER
survey,157,,fsl_fcs_dairy,calculation,,,matched,,,,,,,,,NER
survey,157,,fsl_fcs_dairy,relevant,,,matched,,,,,,,,,NER
survey,157,,fsl_fcs_dairy,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,158,,fsl_fcs_meat,name,fsl_fcs_meat,fsl_fcs_meat,matched,,,,,,,,,NER
survey,158,,fsl_fcs_meat,type,integer,integer,matched,,,,,,,,,NER
survey,158,,fsl_fcs_meat,calculation,,,matched,,,,,,,,,NER
survey,158,,fsl_fcs_meat,relevant,,,matched,,,,,,,,,NER
survey,158,,fsl_fcs_meat,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,159,,fsl_fcs_veg,name,fsl_fcs_veg,fsl_fcs_veg,matched,,,,,,,,,NER
survey,159,,fsl_fcs_veg,type,integer,integer,matched,,,,,,,,,NER
survey,159,,fsl_fcs_veg,calculation,,,matched,,,,,,,,,NER
survey,159,,fsl_fcs_veg,relevant,,,matched,,,,,,,,,NER
survey,159,,fsl_fcs_veg,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,160,,fsl_fcs_fruit,name,fsl_fcs_fruit,fsl_fcs_fruit,matched,,,,,,,,,NER
survey,160,,fsl_fcs_fruit,type,integer,integer,matched,,,,,,,,,NER
survey,160,,fsl_fcs_fruit,calculation,,,matched,,,,,,,,,NER
survey,160,,fsl_fcs_fruit,relevant,,,matched,,,,,,,,,NER
survey,160,,fsl_fcs_fruit,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,161,,fsl_fcs_oil,name,fsl_fcs_oil,fsl_fcs_oil,matched,,,,,,,,,NER
survey,161,,fsl_fcs_oil,type,integer,integer,matched,,,,,,,,,NER
survey,161,,fsl_fcs_oil,calculation,,,matched,,,,,,,,,NER
survey,161,,fsl_fcs_oil,relevant,,,matched,,,,,,,,,NER
survey,161,,fsl_fcs_oil,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,162,,fsl_fcs_sugar,name,fsl_fcs_sugar,fsl_fcs_sugar,matched,,,,,,,,,NER
survey,162,,fsl_fcs_sugar,type,integer,integer,matched,,,,,,,,,NER
survey,162,,fsl_fcs_sugar,calculation,,,matched,,,,,,,,,NER
survey,162,,fsl_fcs_sugar,relevant,,,matched,,,,,,,,,NER
survey,162,,fsl_fcs_sugar,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,163,,fsl_fcs_condiments,name,fsl_fcs_condiments,fsl_fcs_condiments,matched,,,,,,,,,NER
survey,163,,fsl_fcs_condiments,type,integer,integer,matched,,,,,,,,,NER
survey,163,,fsl_fcs_condiments,calculation,,,matched,,,,,,,,,NER
survey,163,,fsl_fcs_condiments,relevant,,,matched,,,,,,,,,NER
survey,163,,fsl_fcs_condiments,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,164,,fsl_rcsi_lessquality,name,fsl_rcsi_lessquality,fsl_rcsi_lessquality,matched,,,,,,,,,NER
survey,164,,fsl_rcsi_lessquality,type,integer,integer,matched,,,,,,,,,NER
survey,164,,fsl_rcsi_lessquality,calculation,,,matched,,,,,,,,,NER
survey,164,,fsl_rcsi_lessquality,relevant,,,matched,,,,,,,,,NER
survey,164,,fsl_rcsi_lessquality,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,165,,fsl_rcsi_borrow,name,fsl_rcsi_borrow,fsl_rcsi_borrow,matched,,,,,,,,,NER
survey,165,,fsl_rcsi_borrow,type,integer,integer,matched,,,,,,,,,NER
survey,165,,fsl_rcsi_borrow,calculation,,,matched,,,,,,,,,NER
survey,165,,fsl_rcsi_borrow,relevant,,,matched,,,,,,,,,NER
survey,165,,fsl_rcsi_borrow,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,166,,fsl_rcsi_mealsize,name,fsl_rcsi_mealsize,fsl_rcsi_mealsize,matched,,,,,,,,,NER
survey,166,,fsl_rcsi_mealsize,type,integer,integer,matched,,,,,,,,,NER
survey,166,,fsl_rcsi_mealsize,calculation,,,matched,,,,,,,,,NER
survey,166,,fsl_rcsi_mealsize,relevant,,,matched,,,,,,,,,NER
survey,166,,fsl_rcsi_mealsize,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,167,,fsl_rcsi_mealadult,name,fsl_rcsi_mealadult,fsl_rcsi_mealadult,matched,,,,,,,,,NER
survey,167,,fsl_rcsi_mealadult,type,integer,integer,matched,,,,,,,,,NER
survey,167,,fsl_rcsi_mealadult,calculation,,,matched,,,,,,,,,NER
survey,167,,fsl_rcsi_mealadult,relevant,,,matched,,,,,,,,,NER
survey,167,,fsl_rcsi_mealadult,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,168,,fsl_rcsi_mealnb,name,fsl_rcsi_mealnb,fsl_rcsi_mealnb,matched,,,,,,,,,NER
survey,168,,fsl_rcsi_mealnb,type,integer,integer,matched,,,,,,,,,NER
survey,168,,fsl_rcsi_mealnb,calculation,,,matched,,,,,,,,,NER
survey,168,,fsl_rcsi_mealnb,relevant,,,matched,,,,,,,,,NER
survey,168,,fsl_rcsi_mealnb,constraint,. >= 0 and .<= 7,.>= 0 and .<=7 or .=-999,not matched,,,.>= 0 and .<=7 or .=-999,,,,,,NER
survey,169,,fsl_hhs_nofoodhh,name,fsl_hhs_nofoodhh,fsl_hhs_nofoodhh,matched,,,,,,,,,NER
survey,169,,fsl_hhs_nofoodhh,type,select_one l_yn_dnk_pnta,select_one l_yn_dnk_pnta,matched,,,,,,,,,NER
survey,169,,fsl_hhs_nofoodhh,calculation,,,matched,,,,,,,,,NER
survey,169,,fsl_hhs_nofoodhh,relevant,,,matched,,,,,,,,,NER
survey,169,,fsl_hhs_nofoodhh,constraint,,,matched,,,,,,,,,NER
survey,170,,fsl_hhs_nofoodhh_freq,name,fsl_hhs_nofoodhh_freq,fsl_hhs_nofoodhh_freq,matched,,,,,,,,,NER
survey,170,,fsl_hhs_nofoodhh_freq,type,select_one l_fsl_hhs,select_one l_fsl_hhs,matched,,,,,,,,,NER
survey,170,,fsl_hhs_nofoodhh_freq,calculation,,,matched,,,,,,,,,NER
survey,170,,fsl_hhs_nofoodhh_freq,relevant,"selected(${fsl_hhs_nofoodhh}, 'yes')","selected(${fsl_hhs_nofoodhh}, 'yes')",matched,,,,,,,,,NER
survey,170,,fsl_hhs_nofoodhh_freq,constraint,,,matched,,,,,,,,,NER
survey,171,,fsl_hhs_sleephungry,name,fsl_hhs_sleephungry,fsl_hhs_sleephungry,matched,,,,,,,,,NER
survey,171,,fsl_hhs_sleephungry,type,select_one l_yn_dnk_pnta,select_one l_yn_dnk_pnta,matched,,,,,,,,,NER
survey,171,,fsl_hhs_sleephungry,calculation,,,matched,,,,,,,,,NER
survey,171,,fsl_hhs_sleephungry,relevant,,,matched,,,,,,,,,NER
survey,171,,fsl_hhs_sleephungry,constraint,,,matched,,,,,,,,,NER
survey,172,,fsl_hhs_sleephungry_freq,name,fsl_hhs_sleephungry_freq,fsl_hhs_sleephungry_freq,matched,,,,,,,,,NER
survey,172,,fsl_hhs_sleephungry_freq,type,select_one l_fsl_hhs,select_one l_fsl_hhs,matched,,,,,,,,,NER
survey,172,,fsl_hhs_sleephungry_freq,calculation,,,matched,,,,,,,,,NER
survey,172,,fsl_hhs_sleephungry_freq,relevant,"selected(${fsl_hhs_sleephungry}, 'yes')","selected(${fsl_hhs_sleephungry}, 'yes')",matched,,,,,,,,,NER
survey,172,,fsl_hhs_sleephungry_freq,constraint,,,matched,,,,,,,,,NER
survey,173,,fsl_hhs_alldaynight,name,fsl_hhs_alldaynight,fsl_hhs_alldaynight,matched,,,,,,,,,NER
survey,173,,fsl_hhs_alldaynight,type,select_one l_yn_dnk_pnta,select_one l_yn_dnk_pnta,matched,,,,,,,,,NER
survey,173,,fsl_hhs_alldaynight,calculation,,,matched,,,,,,,,,NER
survey,173,,fsl_hhs_alldaynight,relevant,,,matched,,,,,,,,,NER
survey,173,,fsl_hhs_alldaynight,constraint,,,matched,,,,,,,,,NER
survey,174,,fsl_hhs_alldaynight_freq,name,fsl_hhs_alldaynight_freq,fsl_hhs_alldaynight_freq,matched,,,,,,,,,NER
survey,174,,fsl_hhs_alldaynight_freq,type,select_one l_fsl_hhs,select_one l_fsl_hhs,matched,,,,,,,,,NER
survey,174,,fsl_hhs_alldaynight_freq,calculation,,,matched,,,,,,,,,NER
survey,174,,fsl_hhs_alldaynight_freq,relevant,"selected(${fsl_hhs_alldaynight}, 'yes')","selected(${fsl_hhs_alldaynight}, 'yes')",matched,,,,,,,,,NER
survey,174,,fsl_hhs_alldaynight_freq,constraint,,,matched,,,,,,,,,NER
survey,175,,fsl_source_food,,,,not matched,,,,,,,Missing in country survey,,NER
survey,176,,other_fsl_source_food,,,,not matched,,,,,,,Missing in country survey,,NER
survey,177,,fsl_lcsi_stress1,name,fsl_lcsi_stress1,fsl_lcsi_stress1,matched,,,,,,,,,NER
survey,177,,fsl_lcsi_stress1,type,select_one l_fsl_lcsi,select_one l_fsl_lcsi,matched,,,,,,,,,NER
survey,177,,fsl_lcsi_stress1,calculation,,,matched,,,,,,,,,NER
survey,177,,fsl_lcsi_stress1,relevant,,,matched,,,,,,,,,NER
survey,177,,fsl_lcsi_stress1,constraint,,,matched,,,,,,,,,NER
survey,178,,fsl_lcsi_stress2,name,fsl_lcsi_stress2,fsl_lcsi_stress2,matched,,,,,,,,,NER
survey,178,,fsl_lcsi_stress2,type,select_one l_fsl_lcsi,select_one l_fsl_lcsi,matched,,,,,,,,,NER
survey,178,,fsl_lcsi_stress2,calculation,,,matched,,,,,,,,,NER
survey,178,,fsl_lcsi_stress2,relevant,,,matched,,,,,,,,,NER
survey,178,,fsl_lcsi_stress2,constraint,,,matched,,,,,,,,,NER
survey,179,,fsl_lcsi_stress3,name,fsl_lcsi_stress3,fsl_lcsi_stress3,matched,,,,,,,,,NER
survey,179,,fsl_lcsi_stress3,type,select_one l_fsl_lcsi,select_one l_fsl_lcsi,matched,,,,,,,,,NER
survey,179,,fsl_lcsi_stress3,calculation,,,matched,,,,,,,,,NER
survey,179,,fsl_lcsi_stress3,relevant,,,matched,,,,,,,,,NER
survey,179,,fsl_lcsi_stress3,constraint,,,matched,,,,,,,,,NER
survey,180,,fsl_lcsi_stress4,name,fsl_lcsi_stress4,fsl_lcsi_stress4,matched,,,,,,,,,NER
survey,180,,fsl_lcsi_stress4,type,select_one l_fsl_lcsi,select_one l_fsl_lcsi,matched,,,,,,,,,NER
survey,180,,fsl_lcsi_stress4,calculation,,,matched,,,,,,,,,NER
survey,180,,fsl_lcsi_stress4,relevant,,,matched,,,,,,,,,NER
